sentiment,text
5,Really enjoy this product. Love watching movies and playing games on my Fire HD 8
4,"Bought this for my wife. She is a constant reader and put away her previous Kindles for this one. She now has internet access also, so she can find more books anytime she wants."
4,"Bought this for my wife. She is a constant reader and put away her previous Kindles for this one. She now has internet access also, so she can find more books anytime she wants."
5,suggested by the sales associate I'm glad I took his suggestion
4,We bought this for my Mother in Law for Mother's Day. She's not very tech but she's had no problem using.
4,We bought this for my Mother in law who isn't very tech savvy. She has no problems using
3,My 4yr old was able to operate it flawlessly. The included case works its magic to keep the tablet from any accidental screen cracks.
5,This has the all speed and storage I needed for my preschooler. The case is soft and light and I can tell it will protect the tablet really well. I really like the ease of getting to the kid-friendly apps and videos. Has easy to set up parental controls.
5,I was in the middle of moving and didnt want to get a new labtop and found this Amazon Fire for a good price. Ive been very happy with it. If your looking for a cheap easy to use tablet look no further.
4,"This was a gift for a 4 year old who was enjoying it immediately with very little adult assistance required. Haven't used it myself, but probably won't, its for kids! Good purchase."
4,"Bought this for my mom who is 93 and her other Fire deceased. It was very easy for me to set up for her and transfer over her account information. She has really enjoyed using it and has even started using some new apps. Due to her age and my not living closer, it would be nice to be able to have a print copy of how to do things. Otherwise it is surprisingly easy for her to use."
5,"Thanks to a knowledgeable, low-pressure salesperson, I was ready to buy my first tablet. This one was the right price (on sale) and I have not been disappointed. Every few days I learn more ways to use it besides checking e-mails & checking out library books & audio books. It stays charged for days, even with regular use. I recommend it as an inexpensive and very satisfactory alternative to more expensive tablets."
5,"Love this Kindle. There are to many apps and games offered for download. Love the book selection Easy to navigate The charger seems a bit loose, though"
5,"Love this Kindle. There are to many apps and games offered for download. Love the book selection Easy to navigate The charger seems a bit loose, though"
5,"Husband is a first time user, he is doing really well with it.. He has low vision problems and this made reading his favorite books a lot easier to read."
5,"love it, can do alot of stuff on it, would recommend fire hd8 to everyone"
